#Annotated with Bakta (v1.0.3): https://github.com/oschwengers/bakta
#Database (v2.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	8123	8806	+	CPFALG_00055	ecoRIIM	Modification methylase EcoRII	COG:COG0270, COG:L, EC:2.1.1.37, GO:0003886, GO:0009307, RefSeq:WP_080902038.1, SO:0001217, UniParc:UPI0009BBEDB3, UniRef100:UniRef100_A0A3G4RR15, UniRef50:UniRef50_P05101, UniRef90:UniRef90_P05101
contig_1	cds	8840	10054	-	CPFALG_00060	ecoRIIR	type II site-specific deoxyribonuclease	EC:3.1.21.4, GO:0003677, GO:0009036, GO:0009307, RefSeq:WP_004098817.1, SO:0001217, UniParc:UPI0000DAD75F, UniRef100:UniRef100_F6IBA5, UniRef50:UniRef50_P14633, UniRef90:UniRef90_P14633
contig_1	cds	10315	11109	-	CPFALG_00065	tnp-IS6100	IS6-like element IS6100 family transposase	SO:0001217, UniParc:UPI000005E804, UniRef100:UniRef100_C7S9U1, UniRef50:UniRef50_E2CSF8, UniRef90:UniRef90_Q6QWQ8
contig_1	cds	11222	11488	-	CPFALG_00070		Bacterial mobilization family protein	RefSeq:WP_001144737.1, SO:0001217, UniParc:UPI000182469C, UniRef100:UniRef100_T2FLB2, UniRef50:UniRef50_A0A2Z2H7T6, UniRef90:UniRef90_T2FLB2
contig_1	cds	11709	12182	-	CPFALG_00075	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	COG:COG0262, COG:H, RefSeq:WP_004201280.1, SO:0001217, UniParc:UPI00005051FA, UniRef100:UniRef100_F8T8W2, UniRef50:UniRef50_P00382, UniRef90:UniRef90_F8T8W2
contig_1	ncRNA-region	12176	12248	-			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
contig_1	sorf	12198	12236	-	CPFALG_00080	estX	Streptothricin acetyltransferase	SO:0001217, UniParc:UPI00000B6A7E, UniRef100:UniRef100_A9QNW9, UniRef50:UniRef50_A0A2R4A7Q1, UniRef90:UniRef90_B2G4W1
contig_1	cds	12338	13351	+	CPFALG_00085	intI1	class 1 integron integrase IntI1	COG:COG4974, COG:L, GO:0003677, GO:0006310, GO:0015074, GO:0044826, GO:0046718, GO:0075713, RefSeq:WP_000845039.1, SO:0001217, UniParc:UPI0000003DA4, UniRef100:UniRef100_Q2V0Z1, UniRef50:UniRef50_P62590, UniRef90:UniRef90_P62590
contig_1	cds	13885	14601	+	CPFALG_00090	tnp-IS6	IS6-like element IS26 family transposase	COG:COG3316, COG:X, RefSeq:WP_001317540.1, SO:0001217, UniParc:UPI00001B29E2, UniRef100:UniRef100_A0A6H1PZP7, UniRef50:UniRef50_A0A345N8K8, UniRef90:UniRef90_A0A221ZR11
contig_1	cds	14731	15309	+	CPFALG_00095		Oxidoreductase	SO:0001217, UniParc:UPI0003DCE8C1, UniRef100:UniRef100_A0A6V8T284, UniRef50:UniRef50_A0A486LCL0, UniRef90:UniRef90_A0A486LCL0
contig_1	cds	15401	16045	-	CPFALG_00100	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	COG:COG1357, COG:S, RefSeq:WP_014386481.1, SO:0001217, UniParc:UPI00025283F3, UniRef100:UniRef100_A0A5S9ED61, UniRef50:UniRef50_Q2PT27, UniRef90:UniRef90_A0A0H4IRC3
contig_1	cds	16617	19634	-	CPFALG_00105		Tn3-like element IS3000 family transposase	RefSeq:WP_004199413.1, SO:0001217, UniParc:UPI00024359C9, UniRef100:UniRef100_T1TGK7, UniRef50:UniRef50_T2FKX8, UniRef90:UniRef90_T2FKX8
contig_1	cds	20262	20501	+	CPFALG_00110		hypothetical protein	SO:0001217, UniParc:UPI0003FD25A5, UniRef100:UniRef100_A0A366EM98, UniRef50:UniRef50_A0A366EM98, UniRef90:UniRef90_A0A366EM98
contig_1	cds	20501	21217	+	CPFALG_00115	tnp-IS6	IS6-like element IS26 family transposase	COG:COG3316, COG:X, RefSeq:WP_001317540.1, SO:0001217, UniParc:UPI00001B29E2, UniRef100:UniRef100_A0A6H1PZP7, UniRef50:UniRef50_A0A345N8K8, UniRef90:UniRef90_A0A221ZR11
contig_1	cds	21223	21915	+	CPFALG_00120	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	COG:COG1670, COG:JO, SO:0001217, UniParc:UPI0001B22EC5, UniRef100:UniRef100_C7S9C9, UniRef50:UniRef50_Q849Y4, UniRef90:UniRef90_A0A0C5EWG3
contig_1	cds	22244	22876	+	CPFALG_00125	blaOXA	OXA-1 family class D beta-lactamase	COG:COG2602, COG:V, EC:3.5.2.6, GO:0008658, GO:0008800, GO:0017001, GO:0046677, SO:0001217, UniParc:UPI000676CECF, UniRef100:UniRef100_A0A0D4ZXG6, UniRef50:UniRef50_P13661, UniRef90:UniRef90_P13661
contig_1	cds	23014	23562	+	CPFALG_00130	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	RefSeq:WP_012783949.1, SO:0001217, UniParc:UPI0001B22EC7, UniRef100:UniRef100_C7S9D1, UniRef50:UniRef50_P26841, UniRef90:UniRef90_C7S9D1
contig_1	cds	23508	24224	-	CPFALG_00135	tnp-IS6	IS6-like element IS26 family transposase	COG:COG3316, COG:X, RefSeq:WP_001317540.1, SO:0001217, UniParc:UPI00001B29E2, UniRef100:UniRef100_A0A6H1PZP7, UniRef50:UniRef50_A0A345N8K8, UniRef90:UniRef90_A0A221ZR11
contig_1	cds	24319	25179	+	CPFALG_00140	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	RefSeq:WP_000557452.1, SO:0001217, UniParc:UPI0000000849, UniRef100:UniRef100_P0A256, UniRef90:UniRef90_P0A256
contig_1	cds	25192	25734	+	CPFALG_00145		AAA family ATPase	RefSeq:WP_002063889.1, SO:0001217, UniParc:UPI00000BF810, UniRef100:UniRef100_Q6SJ67, UniRef50:UniRef50_Q6SJ67, UniRef90:UniRef90_Q6SJ67
contig_1	cds	25805	26137	+	CPFALG_00150	tnp-IS3	IS3 family transposase	COG:COG2963, COG:X, SO:0001217, UniParc:UPI0001B22EC8, UniRef100:UniRef100_Q6SJ66, UniRef50:UniRef50_A0A2P9E4M0, UniRef90:UniRef90_A0A2P9E4M0
contig_1	cds	26134	26982	+	CPFALG_00155		Integrase	COG:COG2963, COG:X, SO:0001217, UniParc:UPI0001B22EC9, UniRef100:UniRef100_C7S9D6, UniRef50:UniRef50_N8RCI9, UniRef90:UniRef90_C7S9D6
contig_1	cds	26928	27650	-	CPFALG_00160	tnp-IS6	IS6-like element IS26 family transposase	COG:COG3316, COG:X, RefSeq:WP_001313567.1, SO:0001217, UniParc:UPI000049F13E, UniRef100:UniRef100_A0A6D1P4S9, UniRef50:UniRef50_C7EZD9, UniRef90:UniRef90_C7EZD9
contig_1	cds	27679	29337	-	CPFALG_00165		DDE_Tnp_Tn3 domain-containing protein	SO:0001217, UniRef50:UniRef50_A0A6C7H588, UniRef90:UniRef90_A0A6J4DJI3
contig_1	cds	29489	29812	+	CPFALG_00170		hypothetical protein	
contig_1	cds	29999	30298	-	CPFALG_00175		hypothetical protein	SO:0001217, UniRef50:UniRef50_A0A0K2YQR7, UniRef90:UniRef90_A0A0K2YQR7
contig_1	cds	30333	31208	-	CPFALG_00180	blaCTX-M-15	class A extended-spectrum beta-lactamase CTX-M-15	EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, RefSeq:WP_000239590.1, SO:0001217, UniParc:UPI00000B17B8, UniRef100:UniRef100_C7S9T0, UniRef50:UniRef50_P52664, UniRef90:UniRef90_P28585
contig_1	cds	31464	31703	-	CPFALG_00185		IS1380 family transposase	SO:0001217, UniRef50:UniRef50_A0A220UUN6, UniRef90:UniRef90_A0A6W0KQA1
contig_1	cds	31863	32579	+	CPFALG_00190	tnp-IS6	IS6-like element IS26 family transposase	COG:COG3316, COG:X, RefSeq:WP_001317540.1, SO:0001217, UniParc:UPI00001B29E2, UniRef100:UniRef100_A0A6H1PZP7, UniRef50:UniRef50_A0A345N8K8, UniRef90:UniRef90_A0A221ZR11
contig_1	cds	32619	34397	+	CPFALG_00195		Mobile element protein	SO:0001217, UniParc:UPI00018246AD, UniRef100:UniRef100_C6G9V4, UniRef50:UniRef50_R4WC23, UniRef90:UniRef90_A0A0X8XBR1
contig_1	cds	34791	35480	+	CPFALG_00200	tnp-IS110	IS110 family transposase	COG:COG3547, COG:X, SO:0001217, UniParc:UPI0002EE133B, UniRef100:UniRef100_A0A075MIT2, UniRef50:UniRef50_C4NV47, UniRef90:UniRef90_D3VY52
contig_1	cds	35662	35838	-	CPFALG_00205		DUF4102 domain-containing protein	RefSeq:WP_000954592.1, SO:0001217, UniParc:UPI000169F3E5, UniRef100:UniRef100_A0A075MD86, UniRef50:UniRef50_A0A6Y6N0T6, UniRef90:UniRef90_A0A075MD86
contig_1	cds	36135	36518	-	CPFALG_00210		hypothetical protein	
contig_1	cds	36528	36989	-	CPFALG_00215		hypothetical protein	SO:0001217, UniRef50:UniRef50_A0A486KSZ2, UniRef90:UniRef90_A0A486KSZ2
contig_1	cds	37044	37847	+	CPFALG_00220	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	COG:COG3231, COG:J, RefSeq:WP_001082319.1, SO:0001217, UniParc:UPI0000061CB6, UniRef100:UniRef100_Q8GJ11, UniRef50:UniRef50_Q8GJ11, UniRef90:UniRef90_Q8GJ11
contig_1	cds	37847	38683	+	CPFALG_00225	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	COG:COG3570, COG:V, RefSeq:WP_000480968.1, SO:0001217, UniParc:UPI0000061CB7, UniRef100:UniRef100_Q7ATJ6, UniRef50:UniRef50_C5IWK8, UniRef90:UniRef90_Q7ATJ6
contig_1	cds	38655	39194	-	CPFALG_00230		IS91 family transposase	RefSeq:WP_001120891.1, SO:0001217, UniParc:UPI00000AEE33, UniRef100:UniRef100_A0T3C2, UniRef50:UniRef50_A0T3C2, UniRef90:UniRef90_A0T3C2
contig_1	cds	39404	40264	-	CPFALG_00235	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef100:UniRef100_P62593, UniRef50:UniRef50_P62593, UniRef90:UniRef90_P62593
contig_1	cds	40447	41040	-	CPFALG_00240	tnpR	Transposon Tn1331 resolvase	COG:COG1961, COG:L, GO:0000150, GO:0003677, GO:0015074, SO:0001217, UniParc:UPI00003510CE, UniRef100:UniRef100_D9Z4Z5, UniRef50:UniRef50_P21424, UniRef90:UniRef90_P21424
contig_1	cds	41568	42509	+	CPFALG_00245		Tnp_DDE_dom domain-containing protein	SO:0001217, UniParc:UPI000233F6CA, UniRef100:UniRef100_G7RVH0, UniRef50:UniRef50_A0A6S5LDB8, UniRef90:UniRef90_A0A6S5LDB8
contig_1	cds	42543	43259	-	CPFALG_00250	tnp-IS6	IS6-like element IS26 family transposase	COG:COG3316, COG:X, RefSeq:WP_001317540.1, SO:0001217, UniParc:UPI00001B29E2, UniRef100:UniRef100_A0A6H1PZP7, UniRef50:UniRef50_A0A345N8K8, UniRef90:UniRef90_A0A221ZR11
contig_1	cds	43318	44331	-	CPFALG_00255	intI1	class 1 integron integrase IntI1	COG:COG4974, COG:L, GO:0003677, GO:0006310, GO:0015074, GO:0044826, GO:0046718, GO:0075713, RefSeq:WP_000845039.1, SO:0001217, UniParc:UPI0000003DA4, UniRef100:UniRef100_Q2V0Z1, UniRef50:UniRef50_P62590, UniRef90:UniRef90_P62590
contig_1	cds	44363	45268	+	CPFALG_00260	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	SO:0001217, UniRef50:UniRef50_Q79JG0, UniRef90:UniRef90_Q79JG0
contig_1	ncRNA-region	44421	44499	+			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
contig_1	cds	45445	45735	+	CPFALG_00265		hypothetical protein	SO:0001217, UniParc:UPI0000174BE2, UniRef100:UniRef100_W8FVI9, UniRef50:UniRef50_Q9X2S9, UniRef90:UniRef90_A0A2X2HFC4
contig_1	sorf	46028	46075	+	CPFALG_00270		HTH luxR-type domain-containing protein	COG:COG2771, COG:K, SO:0001217, UniParc:UPI0006BD40C6, UniRef100:UniRef100_A0A0M5DIC7, UniRef50:UniRef50_L4J2W8, UniRef90:UniRef90_A0A0M5DIC7
contig_1	cds	46387	47061	+	CPFALG_00275	catA1	type A-1 chloramphenicol O-acetyltransferase	RefSeq:WP_031942326.1, SO:0001217, UniParc:UPI0004E061A9, UniRef100:UniRef100_A0A3S7L762, UniRef90:UniRef90_P58777
contig_1	sorf	47128	47175	-	CPFALG_00280		HTH luxR-type domain-containing protein	COG:COG2771, COG:K, SO:0001217, UniParc:UPI0006BD40C6, UniRef100:UniRef100_A0A0M5DIC7, UniRef50:UniRef50_L4J2W8, UniRef90:UniRef90_A0A0M5DIC7
contig_1	cds	47468	47758	-	CPFALG_00285		hypothetical protein	SO:0001217, UniParc:UPI0000174BE2, UniRef100:UniRef100_W8FVI9, UniRef50:UniRef50_Q9X2S9, UniRef90:UniRef90_A0A2X2HFC4
contig_1	cds	47727	47897	-	CPFALG_00290		hypothetical protein	
contig_1	cds	47875	48108	-	CPFALG_00295		hypothetical protein	
